Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,13,1,1,0,4,0,2,1,22,13,9,500.50504505124997
P1,0,12,0,1,0,0,1,1,15,12,3,500.4499227025
P2,0,0,11,1,0,1,4,0,17,11,6,499.87350105375003
P3,0,0,0,12,6,1,0,1,20,12,8,500.12407899499993
P4,0,0,0,0,6,4,2,0,12,6,6,500.1427173674999
P5,1,2,3,1,0,9,2,4,22,9,13,500.93182623875
P6,2,1,0,0,0,1,4,1,9,4,5,500.29640197875
P7,0,0,1,1,0,0,1,8,11,8,3,499.7498899725
