Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,13,6,1,3,2,7,4,5,41,13,28,1016.0760566581249
P1,2,5,12,12,0,4,3,6,44,5,39,1016.4599657112499
P2,0,2,4,1,1,0,7,3,18,4,14,1016.0459458868747
P3,0,2,5,2,6,1,4,4,24,2,22,1016.447199884375
P4,5,13,3,1,8,7,1,2,40,8,32,1016.4354741468751
P5,6,1,5,4,1,11,6,4,38,11,27,1016.5312200756249
P6,3,2,0,1,7,1,3,6,23,3,20,1016.788767279375
P7,3,1,2,8,7,1,4,2,28,2,26,1015.9622594775001
