Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,35,20,4,2,5,21,6,9,102,35,67,2023.8323785487498
P1,5,0,9,17,14,0,9,2,56,0,56,2023.7637214365625
P2,5,2,15,3,19,1,5,8,58,15,43,2023.5669128628124
P3,2,11,3,0,3,1,8,15,43,0,43,2023.6903928275
P4,0,11,7,0,18,21,5,5,67,18,49,2023.9588327731249
P5,4,10,1,0,3,1,7,18,44,1,43,2023.6763611490624
P6,3,4,11,19,2,6,13,2,60,13,47,2024.4055993846873
P7,10,6,14,23,0,13,11,5,82,5,77,2024.0138038975
