Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,13,3,0,5,0,0,5,0,26,13,13,1410.1099805787999
P1,11,43,0,0,0,0,0,0,54,43,11,1416.4971027276
P2,0,0,47,0,0,0,0,13,60,47,13,1435.1833982536
P3,10,0,0,43,0,0,0,1,54,43,11,1421.9611368088
P4,7,0,0,0,46,0,0,6,59,46,13,1434.083064078
P5,2,0,0,0,0,45,0,11,58,45,13,1432.2437963575999
P6,7,0,0,0,0,0,43,6,56,43,13,1429.5842247127998
P7,0,4,3,2,4,5,2,13,33,13,20,1410.4519853628
