Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,11,6,6,1,3,6,1,2,36,11,25,1423.6899433108003
P1,7,11,24,1,11,17,2,5,78,11,67,1423.9799089456
P2,7,9,1,0,4,5,0,6,32,1,31,1423.6821880324
P3,1,12,1,5,16,1,20,11,67,5,62,1423.9239883484
P4,1,2,1,5,7,8,1,12,37,7,30,1423.2439670591998
P5,1,9,3,0,0,4,4,12,33,4,29,1424.0159244568
P6,10,1,4,35,6,3,12,1,72,12,60,1423.9710502588
P7,12,0,10,3,3,6,10,1,45,1,44,1423.6077184679998
