Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,50,0,6,0,0,0,6,0,62,50,12,1148.308927556
P1,0,50,8,0,0,0,3,0,61,50,11,1138.235984806
P2,0,0,12,0,0,0,0,0,12,12,0,1238.3610420191999
P3,0,0,4,50,0,0,9,0,63,50,13,1158.718135846
P4,0,0,8,0,50,0,3,0,61,50,11,1142.1176300060001
P5,0,0,6,0,0,50,6,0,62,50,12,1149.003250116
P6,0,0,0,0,0,0,17,0,17,17,0,1230.9492454548
P7,0,0,6,0,0,0,6,50,62,50,12,1148.8971061759999
