Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,6,1,5,1,1,2,2,11,29,6,23,1728.8191499703998
P1,3,9,6,8,2,4,6,7,45,9,36,1729.140310288
P2,1,20,22,0,6,4,10,3,66,22,44,1728.8894815407998
P3,1,0,8,6,0,19,4,12,50,6,44,1728.3052158308
P4,12,3,3,1,9,3,0,6,37,9,28,1728.9959430684003
P5,4,12,2,13,21,17,1,3,73,17,56,1729.3929777064
P6,13,3,4,5,4,0,16,4,49,16,33,1729.0693626464
P7,10,2,0,16,7,1,11,4,51,4,47,1728.6959238087998
