Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,4,1,7,0,7,23,4,4,50,4,46,2284.8763122544
P1,12,7,7,2,6,2,6,8,50,7,43,2284.8744029995996
P2,7,17,1,1,3,11,7,3,50,1,49,2295.0317783271994
P3,3,4,12,7,2,0,12,10,50,7,43,2288.936965946
P4,4,3,3,13,18,0,8,1,50,18,32,2288.6516265932
P5,13,5,9,7,4,2,9,1,50,2,48,2287.9446353932003
P6,0,1,3,18,6,10,4,8,50,4,46,2285.138896946
P7,7,12,8,2,4,2,0,15,50,15,35,2289.1029911004002
