Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,16,0,0,0,0,0,0,0,16,16,0,1659.8091278016
P1,6,31,0,1,0,0,0,5,43,31,12,1344.7773265783999
P2,5,0,50,1,0,0,0,7,63,50,13,1345.4329795876
P3,7,0,0,31,0,0,0,4,42,31,11,1342.6632852496
P4,11,0,0,2,50,0,0,1,64,50,14,1352.4089508015998
P5,2,8,0,0,0,49,0,10,69,49,20,1387.7312126244
P6,3,11,0,15,0,1,50,7,87,50,37,1301.9875612383998
P7,0,0,0,0,0,0,0,16,16,16,0,1655.3042449984
