Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,50,0,0,0,0,0,0,9,59,50,9,1023.911438918
P1,0,50,0,0,0,0,0,6,56,50,6,940.4618491919999
P2,0,0,50,0,0,2,0,7,59,50,9,874.5988416852
P3,0,0,0,50,0,0,0,3,53,50,3,1076.898896206
P4,0,0,0,0,50,4,0,7,61,50,11,931.9931573964
P5,0,0,0,0,0,44,0,0,44,44,0,1267.4155654864
P6,0,0,0,0,0,0,50,6,56,50,6,949.760316852
P7,0,0,0,0,0,0,0,12,12,12,0,1236.740444184
