Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,16,0,0,0,0,0,0,0,16,16,0,1659.8091278016
P1,6,47,0,1,0,0,1,4,59,47,12,1345.7099246904
P2,4,0,48,0,6,0,0,8,66,48,18,1346.1442642256
P3,6,2,0,42,2,3,6,4,65,42,23,1344.7588748884
P4,1,0,2,4,39,0,0,11,57,39,18,1345.6625118272
P5,7,0,0,1,0,47,3,5,63,47,16,1346.3564767908001
P6,10,1,0,2,3,0,40,2,58,40,18,1346.3692636576
P7,0,0,0,0,0,0,0,16,16,16,0,1655.3042449984
