Process,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,num_total,num_local,num_remote,L
P0,5,0,8,6,4,3,2,11,22,1,5,10,0,8,8,1,6,0,5,15,4,8,1,1,8,2,1,5,2,16,24,19,211,5,206,2155.9164552391817
P1,3,35,5,32,0,0,7,3,1,3,8,8,6,1,7,8,10,1,4,0,11,10,2,7,2,12,0,17,5,0,2,1,211,35,176,2156.0383609516393
P2,0,19,4,3,6,1,0,2,5,2,0,7,12,13,1,0,7,0,3,4,2,4,3,6,2,6,11,8,5,0,3,2,141,4,137,2155.957295516442
P3,6,1,20,0,1,6,3,10,2,5,3,9,3,0,5,2,0,30,14,20,1,1,19,3,15,1,11,5,26,7,15,1,245,0,245,2155.963244966235
P4,11,4,0,5,3,0,0,3,4,3,15,5,5,27,18,7,2,6,5,1,0,3,6,4,15,4,2,3,0,7,13,6,187,3,184,2155.857003572
P5,16,4,3,10,0,2,12,6,4,20,23,6,4,8,8,11,2,13,1,4,5,7,0,8,21,3,2,9,5,0,9,5,231,2,229,2155.9405876237156
P6,18,11,14,0,1,8,16,1,6,2,5,17,12,0,8,5,14,0,5,4,3,0,16,5,7,4,7,3,6,11,5,25,239,16,223,2155.884484511427
P7,6,6,0,14,13,5,10,13,13,18,10,4,2,5,2,10,21,7,0,0,12,9,1,4,6,1,1,10,8,2,9,4,226,13,213,2156.102876468813
P8,12,0,8,4,1,13,2,4,1,0,4,4,7,8,3,16,9,3,28,17,2,2,4,5,12,19,5,13,3,3,1,0,213,1,212,2155.9839806997156
P9,20,21,2,0,15,15,8,6,4,2,14,5,5,2,1,6,13,8,1,4,1,4,3,7,1,9,7,2,13,1,6,1,207,2,205,2155.877269770759
P10,0,4,3,11,10,7,16,10,2,3,0,1,4,5,0,1,4,2,3,15,2,4,6,1,2,12,13,3,18,21,3,29,215,0,215,2155.9414027630914
P11,3,2,1,3,18,2,0,0,7,0,6,10,3,0,7,3,8,4,37,5,2,19,22,7,7,13,4,2,1,5,2,1,204,10,194,2155.934539277192
P12,5,1,19,3,3,18,12,37,3,11,1,20,6,1,3,4,2,15,6,5,4,13,13,0,6,1,16,3,8,5,22,1,267,6,261,2155.9990782927307
P13,10,0,4,1,13,0,22,2,4,8,2,6,2,17,4,0,5,0,3,8,1,1,3,9,4,0,8,4,3,15,9,4,172,17,155,2155.823686684394
P14,8,0,0,7,1,0,9,1,9,5,20,0,4,1,12,3,8,1,10,7,33,7,15,3,3,26,11,7,0,29,1,1,242,12,230,2155.948319894602
P15,5,0,7,4,4,0,2,14,4,18,3,3,13,23,13,1,5,10,19,2,1,7,14,3,4,10,3,5,2,9,1,19,228,1,227,2155.9544942011594
P16,5,6,4,0,10,1,6,2,4,6,7,6,7,4,6,6,9,7,6,4,7,4,2,30,6,2,4,0,25,2,14,2,204,9,195,2155.850225181875
P17,11,3,0,15,8,3,14,4,45,3,8,0,3,2,12,11,3,6,1,13,12,14,4,12,0,2,7,7,2,0,2,1,228,6,222,2155.889235988197
P18,8,3,5,17,7,5,25,1,6,16,3,3,2,11,5,39,2,9,15,7,9,0,1,9,4,3,21,19,1,0,3,10,269,15,254,2155.870826108048
P19,6,2,0,9,4,2,8,8,12,16,4,22,2,0,3,10,6,0,1,7,0,1,1,1,0,0,3,2,0,9,9,5,153,7,146,2155.88186054286
P20,10,10,10,0,8,19,0,0,4,15,2,16,1,3,10,10,12,15,7,2,15,2,5,7,1,2,0,14,11,1,7,6,225,15,210,2155.974467798648
P21,0,5,0,0,1,18,1,9,0,2,6,15,16,0,2,16,4,3,1,4,2,1,0,8,0,2,2,0,1,8,3,2,132,1,131,2155.897142130634
P22,1,3,14,2,6,8,2,0,1,1,12,0,11,18,1,3,1,18,4,5,2,9,22,13,0,3,0,2,0,3,3,2,170,22,148,2155.935377215644
P23,3,0,13,6,9,1,0,3,12,1,6,3,12,6,12,3,18,1,1,0,12,19,0,13,3,1,3,15,0,2,0,4,182,13,169,2155.889597741808
P24,2,11,23,24,9,2,3,8,0,6,0,2,4,1,8,1,2,2,7,7,14,0,2,3,8,21,19,10,11,3,1,13,227,8,219,2155.8189191965
P25,7,15,8,16,9,7,3,7,0,14,0,5,6,0,20,9,0,8,2,7,16,1,1,3,18,18,4,3,7,1,8,4,227,18,209,2155.8535253090427
P26,3,8,0,2,3,11,4,4,2,0,17,0,8,1,3,0,1,18,6,19,1,6,3,15,5,5,5,3,0,3,6,13,175,5,170,2155.9245865391485
P27,14,2,1,7,14,4,6,4,11,1,6,3,9,0,2,8,22,10,1,0,20,10,3,13,3,0,11,5,2,12,2,1,207,5,202,2155.859482724841
P28,5,9,14,5,7,2,4,17,0,9,3,2,13,15,21,0,9,0,0,2,4,13,11,3,2,9,4,13,1,8,6,0,211,1,210,2155.9137360182594
P29,1,0,0,1,2,0,7,0,6,4,10,9,13,11,2,1,3,0,4,2,0,9,1,1,11,13,15,7,3,5,4,0,145,5,140,2156.0011700595574
P30,0,7,9,0,11,25,2,13,5,7,1,6,9,7,0,0,0,4,8,0,8,9,2,2,17,2,5,7,27,18,3,17,231,3,228,2156.0102032006057
P31,4,16,9,1,7,20,2,5,9,6,4,1,4,10,1,13,0,7,0,18,2,11,22,2,15,2,3,2,12,2,12,9,231,9,222,2155.8720054312253
