Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,50,0,0,0,0,7,0,7,64,50,14,1019.4223260632
P1,0,50,0,0,0,0,0,7,57,50,7,1043.523552874
P2,0,0,50,0,0,0,0,9,59,50,9,1023.112450618
P3,0,0,0,50,0,0,0,2,52,50,2,973.8371925240001
P4,0,0,0,0,50,3,0,7,60,50,10,903.1882581808
P5,0,0,0,0,0,40,0,0,40,40,0,1152.195968624
P6,0,0,0,0,0,0,50,7,57,50,7,1052.8220205339999
P7,0,0,0,0,0,0,0,11,11,11,0,1133.678740502
