Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,1,2,27,6,22,15,2,11,86,1,85,1420.0940475528
P1,9,8,5,15,0,4,5,3,49,8,41,1420.2373151747997
P2,4,0,3,0,0,6,29,9,51,3,48,1419.147619258
P3,13,4,9,2,8,0,0,0,36,2,34,1419.7300023983998
P4,8,0,6,5,13,0,2,5,39,13,26,1419.879710196
P5,0,28,0,6,6,21,6,11,78,21,57,1419.9533720048
P6,6,0,0,0,0,0,0,8,14,0,14,1450.0805454248
P7,9,8,0,16,1,4,6,3,47,3,44,1420.9920768703998
