Process,P0,P1,P2,P3,P4,P5,P6,P7,num_total,num_local,num_remote,L
P0,4,10,9,1,4,9,7,7,51,4,47,1728.1771383271998
P1,0,2,4,14,0,4,6,11,41,2,39,1729.5265674584002
P2,17,1,4,1,3,5,15,3,49,4,45,1728.8984651632
P3,8,4,10,12,18,2,3,4,61,12,49,1729.1239938664
P4,1,23,13,8,20,9,15,0,89,20,69,1729.345953936
P5,7,4,8,2,4,19,4,7,55,19,36,1728.0178775755999
P6,13,6,2,9,0,2,0,2,34,0,34,1728.9631204655998
P7,0,0,0,3,1,0,0,16,20,16,4,1729.2552480676
